ticker,profit_factor_raw,profit_factor_eff,profit_factor_diag,pf_capped,zero_loss,num_trades,ticker_score,total_return,gross_profit,gross_loss,gl_per_trade,atr_pct_med,maxdd,eligible,is_neg,num_neg_trades
RCL,3.0054255886742944,3.0054255886742944,3.0054255886742944,0,0,6,0.9742034563471186,0.275186252392974,0.41709790334662333,0.1387816437440419,0.023130273957340314,0.03168839592657445,-0.10165824664008416,1,0,3
TEVA,2.539084924417639,2.539084924417639,2.539084924417639,0,0,7,0.9492381304790193,0.27339296791440826,0.4559901575488848,0.17958838365891602,0.025655483379845145,0.030417940876654913,-0.11970236867496753,1,0,3
CX,5.015389732073457,5.015389732073457,4.0,1,0,6,0.9881102184755315,0.31575172517573113,0.37017385379460677,0.07380759493670892,0.01230126582278482,0.025522682445756853,-0.0738075949374396,1,0,1
GE,5.282648149725056,5.282648149725056,4.0,1,0,7,0.9954536132298974,0.27466984521527715,0.31585242083015846,0.05979054668757326,0.008541506669653323,0.023104900316750426,-0.03772302408329453,1,0,2
XBI,21.34336736878167,21.34336736878167,4.0,1,0,6,0.9881102184755315,0.26766434761520785,0.2570358723821413,0.012042892198824273,0.0020071486998040453,0.0214808496811663,-0.012042892199768174,1,0,1
IYW,2.6320665195736885,2.6320665195736885,2.6320665195736885,0,0,7,0.958760066579359,0.14901602041237605,0.24730034936871384,0.09395672469887603,0.013422389242696576,0.014998556720869754,-0.09182272354780474,1,0,2
STX,3.018024286274731,3.018024286274731,3.018024286274731,0,0,7,0.9819615604135942,0.21863085988015252,0.3416172912699709,0.11319235992353226,0.01617033713193318,0.032791495198902246,-0.08055106194337336,1,0,5
RY,5.105156706816892,5.105156706816892,4.0,1,0,5,0.9657429065563432,0.1137998914979439,0.13817229958382077,0.02706524158197141,0.005413048316394282,0.01105585189833692,-0.01956686550152764,1,0,2
DELL,1.5503001359462516,1.5503001359462516,1.5503001359462516,0,0,8,0.6153937118708603,0.08480789500989538,0.31822261563955556,0.20526516657068025,0.02565814582133503,0.035961181434598866,-0.19333134762698612,1,0,4
TK,3.1246539279096064,3.1246539279096064,3.1246539279096064,0,0,6,0.9780785965841102,0.17744660680214008,0.2661236158652317,0.08516898895208802,0.01419483149201467,0.02772753291356294,-0.08485840630252117,1,0,2
MRK,1.8808460938451121,1.8808460938451121,1.8808460938451121,0,0,8,0.7896804163542993,0.08268188264765186,0.188045154091871,0.0999790225830974,0.012497377822887176,0.024024957181306282,-0.09316977910778157,1,0,5
WWD,5.408562389046365,5.408562389046365,4.0,1,0,9,0.9984156789853158,0.29317564910666527,0.3341415394184745,0.06178010261935615,0.006864455846595128,0.022465982002741223,-0.03858355691841153,1,0,4
ARGX,3.3454726671478614,3.3454726671478614,3.3454726671478614,0,0,6,0.9828493349419686,0.1702819306304746,0.2372434515841346,0.07091477802638674,0.011819129671064457,0.023503169358612547,-0.06966655782999331,1,0,2
