ticker,gp,gl,trades,tot_ret,maxdd,num_neg_trades,profit_factor_raw,profit_factor_eff,profit_factor_diag,zero_loss,pf_capped,gl_per_trade,atr_pct_med,score,stability,coverage
AAPL,0.04878329236416959,0.1227610220830405,6,-0.07445469549722028,-0.09300768245937319,4,0.39738421476460667,0.39738421476460667,0.39738421476460667,0,0,0.020460170347173418,0.01999277717587571,0.17119942770474916,0.9945337012353067,0.02390438247011952
VET,0.32212814357368313,0.16462903476307927,8,0.1477477199244095,-0.11810383201425301,3,1.9566909569582533,1.9566909569582533,1.9566909569582533,0,0,0.02057862934538491,0.036063829787229246,0.31248465240889717,0.986528841098936,0.03187250996015936
ANDE,0.14177176561026997,0.02052950649859399,5,0.12334783496222146,-0.020424153604592266,2,6.905756142748952,6.905756142748952,5.0,0,1,0.004105901299718798,0.02577603952243668,0.3849812161122252,0.9931950576689395,0.0199203187250996
XSD,0.06463803475750429,0.023419011602191977,4,0.04050805458252582,-0.023419011603108553,1,2.760066729351391,2.760066729351391,2.760066729351391,0,0,0.005854752900547994,0.019389593510509492,0.36649441250543024,0.9962752549232184,0.01593625498007968
FTXL,0.19177651480108132,0.0,4,0.20353412051344866,-1.000088900582341e-12,0,1000000000.0,1000.0,5.0,1,1,0.0,0.01290552584670217,0.44110935837142706,0.9922029534548539,0.01593625498007968
FTI,0.17534879776324558,0.07629472330668474,6,0.09620003109162045,-0.042528252892800045,3,2.2983083254445984,2.2983083254445984,2.2983083254445984,0,0,0.012715787217780791,0.02799506646567005,0.34224710934905844,0.9918297408929806,0.02390438247011952
IMAX,0.2374119922915212,0.052505431923310156,5,0.186808300600372,-0.04095151626150362,2,4.52166535146853,4.52166535146853,4.52166535146853,0,0,0.010501086384662031,0.02971078976640628,0.38606584796308785,0.9885893378546295,0.0199203187250996
ABBV,0.07064734426848704,0.08651638728790803,6,-0.01886427977198113,-0.07240963393923205,4,0.8165776043489633,0.8165776043489633,0.8165776043489633,0,0,0.014419397881318005,0.02074875816993453,0.19053636001163096,0.9946578610177447,0.02390438247011952
ROST,0.13605474741089135,0.004925070051096078,3,0.13155264336236838,-0.004925070051971292,1,27.62493649823565,27.62493649823565,5.0,0,1,0.001641690017032026,0.01870797229935418,0.0,0.9914762183236533,0.01195219123505976
HCA,0.3504930307265967,0.12072743510344822,9,0.2355949683589067,-0.1114578690276481,4,2.9031763196680878,2.9031763196680878,2.9031763196680878,0,0,0.013414159455938691,0.02353083434099149,0.37140156084560916,0.9869711217429057,0.035856573705179286
TAN,0.2929601000318253,0.13604587289327735,6,0.14402411217745237,-0.054298447623013946,3,2.153392041974261,2.153392041974261,2.153392041974261,0,0,0.02267431214887956,0.029631763011725383,0.33264697614516836,0.985433007964224,0.02390438247011952
MSFT,0.16929113178318744,0.10368984531223657,6,0.05711489549456261,-0.08854802627469516,4,1.6326683801428064,1.6326683801428064,1.6326683801428064,0,0,0.017281640885372762,0.017992543171114546,0.27451419856109915,0.9903025279590201,0.02390438247011952
NGL,0.204597959198917,0.03553614836893523,4,0.16201577552205393,-0.029515946349703892,3,5.7574601803996055,5.7574601803996055,5.0,0,1,0.008884037092233808,0.036819571865439674,0.38445119740803757,0.9862725038789945,0.01593625498007968
CMI,0.2331871261294956,0.0,3,0.247981297308844,-1.000088900582341e-12,0,1000000000.0,999.9999999999999,5.0,1,1,0.0,0.021778185593895584,0.0,0.9894408353675401,0.01195219123505976
CM,0.1509895195661773,0.022595087071916972,4,0.13032095303391955,-0.022285925145943408,2,6.682404855781213,6.682404855781213,5.0,0,1,0.005648771767979243,0.011968709256844724,0.38557580538450603,0.9925744021370849,0.01593625498007968
GLW,0.25455619566129434,0.03610183857899657,3,0.2242220538487525,-0.03610183857996063,1,7.051059050754018,7.051059050754018,5.0,0,1,0.012033946192998857,0.02768883342247544,0.0,0.987570452754232,0.01195219123505976
ARKW,0.0684178304624312,0.1597165332695114,6,-0.09218421921956466,-0.09899490047157533,5,0.42837037006670126,0.42837037006670126,0.42837037006670126,0,0,0.026619422211585236,0.023215665017955005,0.17439154249018698,0.9930407774535944,0.02390438247011952
MDT,0.09154743136363729,0.09474973871411344,7,-0.007207394886259766,-0.05846761128312461,4,0.9662024677435955,0.9662024677435955,0.9662024677435955,0,0,0.013535676959159063,0.017950552340873043,0.2013390633055355,0.9938899387987045,0.027888446215139442
VLO,0.2730681220857497,0.07216660863500482,6,0.2010127434507072,-0.0449509618854117,3,3.783856928442339,3.783856928442339,3.783856928442339,0,0,0.012027768105834136,0.02857810506429314,0.3838752650469938,0.9869132834034262,0.024
NEM,0.020631608897728526,0.1432815227366629,6,-0.11816164777514637,-0.13033707763587854,4,0.14399350665505808,0.14399350665505808,0.14399350665505808,0,0,0.023880253789443816,0.03075859902622851,0.16513062347908408,0.994827347358265,0.02390438247011952
FDX,0.1879436139080587,0.0722387626831765,6,0.11292552785750232,-0.07061769919962069,3,2.6017003465623922,2.6017003465623922,2.6017003465623922,0,0,0.012039793780529417,0.023252557664659345,0.36055394974268357,0.9909748247487179,0.02390438247011952
GLSI,0.21293610083203807,0.11865640097981489,8,0.08623116420811971,-0.05770099966331521,3,1.7945605890091127,1.7945605890091127,1.7945605890091127,0,0,0.014832050122476861,0.030715667311409022,0.2925338197177865,0.9896370947771371,0.03187250996015936
NYT,0.13896699329512532,0.04564066040495966,6,0.09237886692330144,-0.023558974359938145,2,3.044806803015149,3.044806803015149,3.044806803015149,0,0,0.007606776734159944,0.017242026266416178,0.3748123034788231,0.9931834428317786,0.02390438247011952
NSC,0.0629627252445164,0.01863537510398851,5,0.043620779719943936,-0.01859376340065788,2,3.3786669113540166,3.3786669113540166,3.3786669113540166,0,0,0.0037270750207977024,0.016856956057946997,0.37984140277501405,0.9961077976468207,0.0199203187250996
BLD,0.0472274308496632,0.16285092043350757,10,-0.11230302861346309,-0.11230302861435082,7,0.29000407688175317,0.29000407688175317,0.29000407688175317,0,0,0.016285092043350758,0.028681533865210457,0.16589027826837807,0.9944711434915035,0.0398406374501992
BFH,0.3360598763922087,0.06535002497135262,7,0.2894506315949572,-0.047266950798698804,3,5.142459800734992,5.142459800734992,5.0,0,1,0.009335717853050374,0.028686675587841153,0.3853424068042596,0.9875877781047746,0.027888446215139442
ILMN,0.006106889352818366,0.17912842473116802,6,-0.1620917450326358,-0.1620917450334738,5,0.03409224059209727,0.03409224059209727,0.03409224059209727,0,0,0.02985473745519467,0.035726671921420754,0.16497973823303275,0.9942741829181394,0.02390438247011952
CNQ,0.04279948933226107,0.20356603104340787,10,-0.15203425847162366,-0.1584580288522267,6,0.21024868006162886,0.21024868006162886,0.21024868006162886,0,0,0.020356603104340787,0.022348754448397824,0.16510685796006025,0.9939917723642508,0.0398406374501992
EPAM,0.04874418445387685,0.07250097652796322,5,-0.025286475227403904,-0.0711869500680018,2,0.6723245228990328,0.6723245228990328,0.6723245228990328,0,0,0.014500195305592645,0.02992891330822152,0.18191543137506666,0.9959390149982696,0.0199203187250996
NTRB,0.04307712039876836,0.24309922421093838,7,-0.1881871515428668,-0.2034867088824508,4,0.1771997444195467,0.1771997444195467,0.1771997444195467,0,0,0.03472846060156263,0.03543893317214607,0.16920651901229516,0.9915199983368068,0.028
LIT,0.16365041889132872,0.04293216519823974,6,0.12282801983667291,-0.022867325879505573,2,3.8118370721735357,3.8118370721735357,3.8118370721735357,0,0,0.0071553608663732894,0.01849783861671438,0.3842487429900454,0.9932907944631323,0.02390438247011952
