number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,params_channel_multi,params_max_period,params_min_period,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
44,0.8759208461785017,2026-01-02 22:37:25.494444,2026-01-02 22:37:27.285991,0 days 00:00:01.791547,13,40,2.433507020576887,20,4,2.712131641841903,3.476615976895589,2.175299805186954,COMPLETE
52,0.875734299522378,2026-01-02 22:37:42.274732,2026-01-02 22:37:44.066189,0 days 00:00:01.791457,18,44,1.7012448661018258,20,4,2.2292422030743837,4.223205239044985,1.3050856456218447,COMPLETE
23,0.8757100024811014,2026-01-02 22:36:44.059906,2026-01-02 22:36:46.292844,0 days 00:00:02.232938,17,43,1.5959660483706144,20,4,2.031759196524096,4.918098388912966,1.1870121682975021,COMPLETE
46,0.8754952628707738,2026-01-02 22:37:29.282619,2026-01-02 22:37:31.127328,0 days 00:00:01.844709,13,41,2.68779573397424,22,3,2.669138151168334,4.231562607959623,1.5976910366701138,COMPLETE
57,0.8752532372707165,2026-01-02 22:37:53.435894,2026-01-02 22:37:55.407513,0 days 00:00:01.971619,18,50,1.984526351650465,20,4,2.7747034863239897,4.108053120423795,1.1664598355457885,COMPLETE
37,0.875124357110339,2026-01-02 22:37:11.939317,2026-01-02 22:37:13.722108,0 days 00:00:01.782791,12,45,2.298734958619936,22,3,3.1949931874755917,4.379205745406874,2.4121308161417625,COMPLETE
45,0.875124357110339,2026-01-02 22:37:27.407558,2026-01-02 22:37:29.169416,0 days 00:00:01.761858,10,41,2.4055524931243055,22,3,2.3678646548734505,2.078156558590754,2.407129377005623,COMPLETE
39,0.8743519208494386,2026-01-02 22:37:15.785531,2026-01-02 22:37:17.625625,0 days 00:00:01.840094,12,44,1.6599206542184581,21,3,2.7438283025595425,4.104898580833975,1.7932184992845097,COMPLETE
22,0.8743519208494386,2026-01-02 22:36:41.986714,2026-01-02 22:36:43.938048,0 days 00:00:01.951334,20,43,1.5801497027519433,21,3,1.7664704212081934,5.55867509368947,1.681080606648642,COMPLETE
184,0.8741599657057412,2026-01-02 22:42:29.756907,2026-01-02 22:42:31.635272,0 days 00:00:01.878365,13,40,2.9803270614825275,21,3,2.817762847931337,5.830938748009346,1.1775107115036918,COMPLETE
64,0.8740166511923713,2026-01-02 22:38:08.260863,2026-01-02 22:38:10.165368,0 days 00:00:01.904505,13,42,2.5042620519498553,21,3,2.8748379854094437,3.5593383373996565,2.1712360862754356,COMPLETE
76,0.8740166511923713,2026-01-02 22:38:31.571371,2026-01-02 22:38:33.632844,0 days 00:00:02.061473,16,40,1.6871466229275203,21,3,3.878123727082537,3.5650010528407123,2.7279139626870585,COMPLETE
187,0.8722703043052984,2026-01-02 22:42:35.712222,2026-01-02 22:42:37.497366,0 days 00:00:01.785144,10,41,1.976479430401427,26,3,2.7019423280704684,4.787033503259564,1.746961260007289,COMPLETE
27,0.8719476303262905,2026-01-02 22:36:52.123612,2026-01-02 22:36:53.898419,0 days 00:00:01.774807,16,41,2.085286492455812,26,3,2.1727000003449213,5.603852577253359,1.4374917833882914,COMPLETE
163,0.8713015002542825,2026-01-02 22:41:47.117662,2026-01-02 22:41:48.934970,0 days 00:00:01.817308,16,40,2.6862049109194435,23,6,2.706786524870807,4.597751687864742,2.0119027639122686,COMPLETE
7,0.8708562604025066,2026-01-02 22:36:12.168200,2026-01-02 22:36:13.962908,0 days 00:00:01.794708,16,40,2.150660661526529,24,3,2.1783725794347397,5.229318791183682,1.7135066533871786,COMPLETE
114,0.8708562604025066,2026-01-02 22:39:50.756685,2026-01-02 22:39:53.164260,0 days 00:00:02.407575,12,53,2.3157939076202108,24,3,2.8831425810412528,5.467873994646788,1.93498368726909,COMPLETE
103,0.8708562604025066,2026-01-02 22:39:27.669587,2026-01-02 22:39:29.501863,0 days 00:00:01.832276,12,44,2.1926842222593983,24,3,2.1575832818476073,4.171160908727773,1.74131378393859,COMPLETE
89,0.8708562604025066,2026-01-02 22:38:59.134302,2026-01-02 22:39:00.958481,0 days 00:00:01.824179,11,47,2.6470258599569405,24,3,2.669001879350367,5.365251294433057,1.7412842926143834,COMPLETE
61,0.870811388668624,2026-01-02 22:38:01.962635,2026-01-02 22:38:03.852914,0 days 00:00:01.890279,21,48,1.8825974649837893,23,6,1.901370336996633,3.9362234456837233,1.2978502215070091,COMPLETE
29,0.8704841637711922,2026-01-02 22:36:56.063629,2026-01-02 22:36:57.902827,0 days 00:00:01.839198,24,42,1.5307667252898205,25,4,2.2941757667065845,5.803398955622123,1.521081604294015,COMPLETE
166,0.8704735846464191,2026-01-02 22:41:52.966115,2026-01-02 22:41:54.732564,0 days 00:00:01.766449,23,42,2.761975454086361,24,3,1.7042008064826633,4.642282738790635,2.3233355726246474,COMPLETE
106,0.8704735846464191,2026-01-02 22:39:33.454015,2026-01-02 22:39:35.241026,0 days 00:00:01.787011,13,42,2.482849912338101,24,3,2.994894965600085,5.386972765324755,1.9900139318021266,COMPLETE
123,0.8704735846464191,2026-01-02 22:40:13.617676,2026-01-02 22:40:16.123170,0 days 00:00:02.505494,13,42,1.6074497235241754,24,3,3.034715782808684,4.3005117235413675,2.732733569972085,COMPLETE
56,0.8704735846464191,2026-01-02 22:37:50.650557,2026-01-02 22:37:53.311541,0 days 00:00:02.660984,10,40,2.032521070919647,24,3,2.256127919725988,4.194409193879405,2.3739016286527304,COMPLETE
60,0.8703700467112451,2026-01-02 22:38:00.084402,2026-01-02 22:38:01.845532,0 days 00:00:01.761130,14,42,2.3884019417082434,20,3,2.218637609910767,2.499596756089893,1.631553662391644,COMPLETE
97,0.870363096549562,2026-01-02 22:39:15.519505,2026-01-02 22:39:17.471976,0 days 00:00:01.952471,16,41,2.6474881782166007,25,4,2.1181198757194615,3.3665514752538646,2.2485495364950077,COMPLETE
157,0.8703435908770585,2026-01-02 22:41:35.319067,2026-01-02 22:41:37.128970,0 days 00:00:01.809903,22,40,2.368038344612603,23,6,1.9124494066714741,5.3214154909558085,1.3343838258351945,COMPLETE
196,0.8703110619630748,2026-01-02 22:42:53.132529,2026-01-02 22:42:54.936850,0 days 00:00:01.804321,11,42,2.5453228182500403,20,3,2.3286639910549796,5.677011689055952,1.4593840886601033,COMPLETE
149,0.8701297296594288,2026-01-02 22:41:19.551165,2026-01-02 22:41:21.347342,0 days 00:00:01.796177,20,48,2.5582695572565632,23,6,2.7447186322325265,5.1922222444316315,1.2019791148925838,COMPLETE
121,0.8700128569083035,2026-01-02 22:40:08.672972,2026-01-02 22:40:11.082473,0 days 00:00:02.409501,17,49,1.589282599843588,20,3,3.5549033778631385,5.6983183311239225,2.915889102196728,COMPLETE
43,0.8700128569083035,2026-01-02 22:37:23.457574,2026-01-02 22:37:25.374630,0 days 00:00:01.917056,12,45,2.3934735512787615,20,3,3.157939981508317,3.4689965651653702,2.952914323918291,COMPLETE
154,0.8700128569083035,2026-01-02 22:41:29.431161,2026-01-02 22:41:31.289936,0 days 00:00:01.858775,13,40,2.8244187883078835,20,3,2.4227587482678064,2.5921090433001,2.2436016704532142,COMPLETE
165,0.8700128569083035,2026-01-02 22:41:50.961120,2026-01-02 22:41:52.846547,0 days 00:00:01.885427,17,43,2.640257726002386,20,3,2.2162830288667634,5.838626145287422,2.069576476967255,COMPLETE
173,0.8696844821272182,2026-01-02 22:42:07.869690,2026-01-02 22:42:09.804871,0 days 00:00:01.935181,13,41,2.6467790209195545,24,5,2.1034174293767425,4.972564030999359,1.7241686248753292,COMPLETE
182,0.8695296405346261,2026-01-02 22:42:25.850354,2026-01-02 22:42:27.690176,0 days 00:00:01.839822,16,42,2.4036008572947063,23,4,2.204149526776447,5.5319130362359035,1.572371286434629,COMPLETE
53,0.8694694096530786,2026-01-02 22:37:44.188860,2026-01-02 22:37:46.188755,0 days 00:00:01.999895,14,50,1.590876597827578,23,4,1.8647035294928629,4.10226978207857,1.5389766187219893,COMPLETE
151,0.8694694096530786,2026-01-02 22:41:23.331066,2026-01-02 22:41:25.427027,0 days 00:00:02.095961,14,41,2.8638004383619595,23,4,2.134156517018653,3.9966151505733714,1.5223827078978576,COMPLETE
183,0.8694694096530786,2026-01-02 22:42:27.818845,2026-01-02 22:42:29.620863,0 days 00:00:01.802018,15,40,2.896507400096367,23,4,3.1008061249861893,5.021468088256778,1.5651978483784565,COMPLETE
193,0.8693051412599276,2026-01-02 22:42:47.331891,2026-01-02 22:42:49.144045,0 days 00:00:01.812154,12,42,3.422119722848944,24,5,2.797568620495744,4.49472951513916,1.4182311511336858,COMPLETE
90,0.8692912185909231,2026-01-02 22:39:01.104252,2026-01-02 22:39:02.867059,0 days 00:00:01.762807,13,50,2.5150472642359527,24,5,2.6452314171574005,5.898274149581499,2.4526465306194423,COMPLETE
71,0.8692912185909231,2026-01-02 22:38:21.781215,2026-01-02 22:38:23.517064,0 days 00:00:01.735849,11,41,2.0522531208864865,24,5,3.158060152865547,4.891595052723863,2.4312961316994124,COMPLETE
131,0.8692912185909231,2026-01-02 22:40:35.319124,2026-01-02 22:40:37.992133,0 days 00:00:02.673009,17,43,1.5523554248492495,24,5,3.4849797954127695,4.497213316941679,2.849806591910675,COMPLETE
104,0.8691427145747482,2026-01-02 22:39:29.634087,2026-01-02 22:39:31.430966,0 days 00:00:01.796879,15,47,2.672716552358511,23,4,2.945265138250176,5.321997228383227,2.0508924893939247,COMPLETE
155,0.8691427145747482,2026-01-02 22:41:31.425101,2026-01-02 22:41:33.202181,0 days 00:00:01.777080,10,41,3.1862237326959475,23,4,2.222530508769505,5.300410353396938,2.068666291647501,COMPLETE
132,0.8691427145747482,2026-01-02 22:40:38.142780,2026-01-02 22:40:40.409748,0 days 00:00:02.266968,19,40,2.143745738980401,23,4,3.116364151976562,5.06268889476231,1.983042475064023,COMPLETE
28,0.8690173778835023,2026-01-02 22:36:54.023715,2026-01-02 22:36:55.861987,0 days 00:00:01.838272,23,49,1.557683422613464,25,4,2.4397760531903145,4.583639684581533,1.1824144774785343,COMPLETE
26,0.8681301094711802,2026-01-02 22:36:50.190936,2026-01-02 22:36:52.004745,0 days 00:00:01.813809,20,44,1.912294701736238,25,3,1.7295553587944599,4.804782144819365,2.078770126553619,COMPLETE
175,0.8681301094711802,2026-01-02 22:42:11.816871,2026-01-02 22:42:13.579954,0 days 00:00:01.763083,18,41,3.07179983727139,25,3,2.302204968654338,5.6019718711942375,2.6676497271716837,COMPLETE
92,0.8681301094711802,2026-01-02 22:39:05.014789,2026-01-02 22:39:06.926285,0 days 00:00:01.911496,11,60,2.901961381939453,25,3,1.5200719767765087,5.07200610824823,1.9873032865212308,COMPLETE
42,0.8681301094711802,2026-01-02 22:37:21.570689,2026-01-02 22:37:23.340350,0 days 00:00:01.769661,10,42,2.342244709882732,25,3,2.727282058261346,5.560318906168266,2.65592449296051,COMPLETE
25,0.867925114866115,2026-01-02 22:36:48.265417,2026-01-02 22:36:50.041934,0 days 00:00:01.776517,20,41,1.5217996454756384,23,3,2.7658476467292905,3.113393885472752,1.1207247432438678,COMPLETE
195,0.8678992649069174,2026-01-02 22:42:51.109926,2026-01-02 22:42:53.015150,0 days 00:00:01.905224,22,49,1.6400693367928212,23,4,2.5319118068355846,2.863642670778257,1.1997747657204765,COMPLETE
126,0.8678944416829357,2026-01-02 22:40:22.352256,2026-01-02 22:40:25.066490,0 days 00:00:02.714234,17,51,3.45219029288569,25,4,2.779441095022691,3.279214698868309,1.0680023404434058,COMPLETE
0,0.8665656944868296,2026-01-02 22:35:49.071549,2026-01-02 22:36:00.085451,0 days 00:00:11.013902,12,55,2.697316968394073,39,5,1.8899863008405067,1.7613762547568976,2.73235229154987,COMPLETE
50,0.8624360849956836,2026-01-02 22:37:38.334270,2026-01-02 22:37:40.269965,0 days 00:00:01.935695,10,42,2.0400723861621817,29,4,3.301367948824543,5.081938429904509,1.5772167092345915,COMPLETE
110,0.8623756461971412,2026-01-02 22:39:41.218138,2026-01-02 22:39:43.053526,0 days 00:00:01.835388,11,46,2.2759653466784044,29,4,2.984376071101197,3.276133035606531,1.5309119496784798,COMPLETE
120,0.8620472511920134,2026-01-02 22:40:06.198378,2026-01-02 22:40:08.551296,0 days 00:00:02.352918,10,40,2.287959628681679,22,4,2.892680162960085,2.607568715696936,1.8936996851324022,COMPLETE
16,0.8619215887172401,2026-01-02 22:36:29.433767,2026-01-02 22:36:31.863647,0 days 00:00:02.429880,11,48,1.9442156209414605,30,3,2.34403792850907,5.743093667606336,1.6464058640415105,COMPLETE
99,0.8618376945644947,2026-01-02 22:39:19.493617,2026-01-02 22:39:21.261414,0 days 00:00:01.767797,17,47,2.344226265838839,28,4,3.0419001796731875,5.446827516879802,1.8684206412736435,COMPLETE
98,0.8617352632942739,2026-01-02 22:39:17.594458,2026-01-02 22:39:19.371445,0 days 00:00:01.776987,14,53,2.4682256363125905,22,4,3.4628192040356223,5.43770977153728,1.3454169293566993,COMPLETE
79,0.8616696450063599,2026-01-02 22:38:37.879785,2026-01-02 22:38:39.764911,0 days 00:00:01.885126,15,41,2.142867473517984,22,4,3.8237956183187394,4.9088986019045775,2.988395738901232,COMPLETE
41,0.8616696450063599,2026-01-02 22:37:19.650526,2026-01-02 22:37:21.429550,0 days 00:00:01.779024,15,44,2.703891376893777,22,4,3.8890031068436826,4.879024729935733,2.2608141723271142,COMPLETE
5,0.8614791279879255,2026-01-02 22:36:08.212031,2026-01-02 22:36:10.030154,0 days 00:00:01.818123,14,40,3.318640804157564,30,3,3.156305710884955,2.9026998424023494,2.0401360423556216,COMPLETE
172,0.8614791279879255,2026-01-02 22:42:05.282916,2026-01-02 22:42:07.747003,0 days 00:00:02.464087,18,40,2.5909056879557073,30,3,2.6702009808758724,5.142470499605048,2.4535748934782236,COMPLETE
167,0.861454990645231,2026-01-02 22:41:54.851487,2026-01-02 22:41:56.823145,0 days 00:00:01.971658,17,50,2.498942119653634,23,5,1.6039546108566864,5.800412174243138,1.8646507644583392,COMPLETE
143,0.861454990645231,2026-01-02 22:41:04.703306,2026-01-02 22:41:07.370812,0 days 00:00:02.667506,16,43,3.1361653527798254,23,5,2.1037001344922657,5.396347966948127,1.678250400800695,COMPLETE
162,0.861290084435664,2026-01-02 22:41:45.210698,2026-01-02 22:41:46.998958,0 days 00:00:01.788260,15,43,2.3079507386073326,22,4,2.756270634239664,5.056725193002409,1.2402636803514873,COMPLETE
86,0.8610944055630528,2026-01-02 22:38:52.591036,2026-01-02 22:38:54.596081,0 days 00:00:02.005045,16,44,3.186579042995182,28,3,2.9420482691516368,5.8065749746663275,1.8031111235243396,COMPLETE
80,0.8610659927960214,2026-01-02 22:38:39.882700,2026-01-02 22:38:42.171942,0 days 00:00:02.289242,14,40,1.7097902819251842,23,5,3.6436352886574856,5.044223614065713,2.73186350399229,COMPLETE
124,0.8610659927960214,2026-01-02 22:40:16.369198,2026-01-02 22:40:19.245522,0 days 00:00:02.876324,14,48,1.5124040227639224,23,5,3.8252187964521362,3.948280778268962,2.648023157868963,COMPLETE
69,0.8606614847373457,2026-01-02 22:38:17.948122,2026-01-02 22:38:19.787427,0 days 00:00:01.839305,13,46,2.6603540713522613,28,3,2.2168986486775184,4.798570293139963,2.1920344612660356,COMPLETE
115,0.8606614847373457,2026-01-02 22:39:53.282121,2026-01-02 22:39:55.714013,0 days 00:00:02.431892,10,56,3.187496118714955,28,3,2.975825397431857,2.7963757368793907,2.668827229311042,COMPLETE
88,0.8605815489728881,2026-01-02 22:38:57.116103,2026-01-02 22:38:58.992822,0 days 00:00:01.876719,17,54,2.9653839676288394,21,4,2.6120920287454994,4.967609357919764,1.8773256665475415,COMPLETE
93,0.8605815489728881,2026-01-02 22:39:07.053599,2026-01-02 22:39:08.869204,0 days 00:00:01.815605,10,45,1.7559592262151238,21,4,2.4919164760722188,5.740611276772226,1.9844237113802952,COMPLETE
49,0.8605815489728881,2026-01-02 22:37:35.466735,2026-01-02 22:37:38.217248,0 days 00:00:02.750513,12,44,2.7403306669048737,21,4,3.173585597433404,2.249318609133557,1.8157081234919974,COMPLETE
181,0.8605701988018636,2026-01-02 22:42:23.841448,2026-01-02 22:42:25.734258,0 days 00:00:01.892810,19,44,2.2505692504832546,23,5,1.8713752636559737,5.4577060089162215,1.3172197945141133,COMPLETE
150,0.8605234452931095,2026-01-02 22:41:21.465424,2026-01-02 22:41:23.213811,0 days 00:00:01.748387,20,45,2.362028633584586,21,4,2.1681039369750574,5.336848018811172,1.527794115257754,COMPLETE
119,0.860208288255244,2026-01-02 22:40:03.456377,2026-01-02 22:40:06.007423,0 days 00:00:02.551046,14,40,2.2810150552992425,21,4,2.7571072617871595,3.764500680065086,2.5062730460143245,COMPLETE
153,0.860208288255244,2026-01-02 22:41:27.515113,2026-01-02 22:41:29.311704,0 days 00:00:01.796591,14,42,1.5115374778720165,21,4,3.828789624910754,5.237377394586398,2.8360651703140816,COMPLETE
51,0.860208288255244,2026-01-02 22:37:40.381289,2026-01-02 22:37:42.156170,0 days 00:00:01.774881,18,41,2.6440458801242688,21,4,2.852756588133379,4.044388252295773,1.9542488407929626,COMPLETE
189,0.8600516955912261,2026-01-02 22:42:39.536004,2026-01-02 22:42:41.275352,0 days 00:00:01.739348,14,48,3.1297232888192466,21,4,2.9407327795934775,4.6554384254946015,1.2756214385025344,COMPLETE
36,0.8600264872513838,2026-01-02 22:37:09.969303,2026-01-02 22:37:11.820277,0 days 00:00:01.850974,11,42,1.7580569812350553,21,4,3.3197393321403115,5.215829951547333,1.191791403872847,COMPLETE
54,0.8598689050675928,2026-01-02 22:37:46.318197,2026-01-02 22:37:48.314839,0 days 00:00:01.996642,23,44,2.198687456895831,21,4,2.071822227885355,3.3052259007182636,1.3510234463416824,COMPLETE
176,0.8595529877087497,2026-01-02 22:42:13.705202,2026-01-02 22:42:15.758671,0 days 00:00:02.053469,10,42,2.942073090585987,23,5,3.352981115345316,5.679591362892118,1.0502286320243293,COMPLETE
147,0.8593509451382252,2026-01-02 22:41:15.544111,2026-01-02 22:41:17.500777,0 days 00:00:01.956666,18,41,2.514206854719675,21,4,1.979112416813149,4.853741255854901,1.146093139853582,COMPLETE
137,0.8587016491393348,2026-01-02 22:40:50.239865,2026-01-02 22:40:52.445304,0 days 00:00:02.205439,21,49,1.77633756710173,23,5,2.062979847921016,4.930929851769765,1.1085846157095656,COMPLETE
116,0.8579918804589942,2026-01-02 22:39:55.847138,2026-01-02 22:39:58.298343,0 days 00:00:02.451205,10,40,2.497686300803199,26,4,2.659352395930961,5.625631817301636,1.7372391674409076,COMPLETE
178,0.8575205067152013,2026-01-02 22:42:18.075197,2026-01-02 22:42:19.969730,0 days 00:00:01.894533,10,40,3.336257060792962,22,5,3.3157308399905245,4.9489754809663715,1.511428397837434,COMPLETE
152,0.8573782127951747,2026-01-02 22:41:25.554438,2026-01-02 22:41:27.383049,0 days 00:00:01.828611,11,44,2.49672166788757,20,5,2.315484006612149,4.619747220935528,1.884202866196,COMPLETE
68,0.8573782127951747,2026-01-02 22:38:16.026536,2026-01-02 22:38:17.826300,0 days 00:00:01.799764,11,43,2.3720964704470906,20,5,3.2160996526934817,4.124518904639135,1.754764688008972,COMPLETE
18,0.8573199704431294,2026-01-02 22:36:34.160095,2026-01-02 22:36:35.998941,0 days 00:00:01.838846,10,52,2.505358046457723,20,5,2.1966161605915286,5.587196486849941,1.4791237813339448,COMPLETE
139,0.8572395988315654,2026-01-02 22:40:55.013294,2026-01-02 22:40:57.511660,0 days 00:00:02.498366,11,40,3.10074529642927,20,5,2.430651450619435,3.0616866696158676,1.4840948210237341,COMPLETE
65,0.8571930342596702,2026-01-02 22:38:10.291690,2026-01-02 22:38:12.031158,0 days 00:00:01.739468,11,42,2.204045311338748,22,5,2.598419545940207,3.5917251689443987,2.302149233405654,COMPLETE
107,0.8571930342596702,2026-01-02 22:39:35.357480,2026-01-02 22:39:37.173402,0 days 00:00:01.815922,11,40,2.7887884688016187,22,5,2.9152802652114116,2.6432174453839643,2.367317703338816,COMPLETE
186,0.8571930342596702,2026-01-02 22:42:33.760670,2026-01-02 22:42:35.589507,0 days 00:00:01.828837,18,41,2.937005146873416,22,5,2.0874183428065627,5.019772968957715,2.3704463667851305,COMPLETE
34,0.8571930342596702,2026-01-02 22:37:05.908227,2026-01-02 22:37:07.828799,0 days 00:00:01.920572,12,45,2.5245416615503546,22,5,2.214391914395146,2.896502861485413,2.4273078376940465,COMPLETE
82,0.8571606038267942,2026-01-02 22:38:44.544436,2026-01-02 22:38:46.663845,0 days 00:00:02.119409,10,44,2.308187112824208,22,5,2.344697256116943,5.088508572971649,1.3058194428733731,COMPLETE
169,0.8571244860618292,2026-01-02 22:41:58.805699,2026-01-02 22:42:00.588365,0 days 00:00:01.782666,12,40,2.396206595932269,26,5,2.2524401718274087,5.932708486504617,1.0193801139829637,COMPLETE
81,0.8570040612404957,2026-01-02 22:38:42.285737,2026-01-02 22:38:44.416531,0 days 00:00:02.130794,19,40,1.6999615954710205,20,5,3.977475246316041,4.1933656321992965,2.9836114137394394,COMPLETE
77,0.8570040612404957,2026-01-02 22:38:33.768527,2026-01-02 22:38:35.773534,0 days 00:00:02.005007,17,47,1.8143332671788999,20,5,3.827825901202592,2.8277113688307933,2.6829495947854185,COMPLETE
72,0.8570040612404957,2026-01-02 22:38:23.655600,2026-01-02 22:38:25.605944,0 days 00:00:01.950344,11,41,1.7026588703903687,20,5,2.916758535479506,3.767163247427789,2.024275002038036,COMPLETE
129,0.8570040612404957,2026-01-02 22:40:30.193326,2026-01-02 22:40:32.651596,0 days 00:00:02.458270,15,42,2.370531812145007,20,5,1.7325880659173762,4.694892758978994,2.2327692789569378,COMPLETE
198,0.8560010583711727,2026-01-02 22:42:57.213174,2026-01-02 22:42:59.032379,0 days 00:00:01.819205,21,45,1.6345470048306843,22,5,2.05770854256965,3.778546312305525,1.22946507659004,COMPLETE
197,0.855958531599627,2026-01-02 22:42:55.087210,2026-01-02 22:42:57.089056,0 days 00:00:02.001846,12,42,3.2570233131756963,22,5,2.2667700553842485,5.740065572909063,1.1348511106190349,COMPLETE
24,0.8558062337845308,2026-01-02 22:36:46.420361,2026-01-02 22:36:48.154240,0 days 00:00:01.733879,18,41,1.600080544431262,20,5,1.5653538375201195,5.991549911745947,1.1553546067963731,COMPLETE
30,0.8557450603789404,2026-01-02 22:36:58.013530,2026-01-02 22:36:59.811344,0 days 00:00:01.797814,17,46,2.4351893148920216,27,4,2.2212581664622646,5.146638693165448,1.0179779730401228,COMPLETE
