number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
146,0.8662393737219025,2026-01-04 02:25:47.394779,2026-01-04 02:25:49.591899,0 days 00:00:02.197120,15,46,2.29482961379316,5,7,23,14,3.9847949930724655,50,3,4,3.634496491506951,2.5780537194840623,COMPLETE
0,0.8662313039704471,2026-01-04 02:20:46.960992,2026-01-04 02:21:04.228976,0 days 00:00:17.267984,10,39,2.0651906845715446,9,10,39,9,3.665440364437338,47,5,1,4.20501755284444,2.416145155592091,COMPLETE
166,0.8656665699991525,2026-01-04 02:26:20.379713,2026-01-04 02:26:22.055088,0 days 00:00:01.675375,17,36,2.477628988266322,9,8,25,13,2.633188928211241,49,3,1,3.164092372880351,1.549298266260078,COMPLETE
169,0.8655835330758468,2026-01-04 02:26:25.845354,2026-01-04 02:26:27.526659,0 days 00:00:01.681305,11,48,1.8761409540560634,10,5,17,15,3.9499726312581585,48,2,5,5.251464003440266,1.8532481390682254,COMPLETE
97,0.8643863084681512,2026-01-04 02:24:22.800780,2026-01-04 02:24:24.581565,0 days 00:00:01.780785,10,38,2.8683359497744436,10,10,17,11,3.727550334308308,49,3,5,3.1521666097167005,1.7995847604294357,COMPLETE
194,0.8642686355820234,2026-01-04 02:27:08.897319,2026-01-04 02:27:10.647025,0 days 00:00:01.749706,11,51,2.3550929327200123,10,8,24,15,3.520615454572213,51,3,5,5.214649941289794,1.2849383017695275,COMPLETE
32,0.8619061628424748,2026-01-04 02:22:12.380370,2026-01-04 02:22:14.481707,0 days 00:00:02.101337,14,41,3.4034982596462537,5,10,27,13,2.2944316192006777,40,3,5,3.9095683559036836,1.761349919145235,COMPLETE
34,0.8618094776863445,2026-01-04 02:22:16.885582,2026-01-04 02:22:19.004228,0 days 00:00:02.118646,12,41,3.1226695573455285,5,10,27,12,2.4874763614144557,45,3,2,4.765916667073903,2.646244717907587,COMPLETE
30,0.8617946472084009,2026-01-04 02:22:07.736577,2026-01-04 02:22:09.975010,0 days 00:00:02.238433,11,51,2.804916669361962,7,10,17,14,3.0591083651151942,48,2,3,3.1012803333607053,2.483319013864208,COMPLETE
104,0.861777160133403,2026-01-04 02:24:34.028827,2026-01-04 02:24:35.738654,0 days 00:00:01.709827,10,56,2.883876832241434,5,9,19,13,3.2653362703951223,44,3,4,4.071227040861835,2.7440369999855014,COMPLETE
100,0.8616759750008908,2026-01-04 02:24:26.730871,2026-01-04 02:24:28.480922,0 days 00:00:01.750051,19,40,2.5962760782929646,9,10,17,8,2.9994410973098526,51,4,1,3.949992046999397,1.6989082392061154,COMPLETE
26,0.8607972887640637,2026-01-04 02:21:58.905332,2026-01-04 02:22:00.871676,0 days 00:00:01.966344,12,40,3.483133920910233,6,9,24,12,3.8154008379592095,41,3,3,4.561795491357755,1.9335466449353915,COMPLETE
175,0.8600416098040123,2026-01-04 02:26:35.437585,2026-01-04 02:26:37.094335,0 days 00:00:01.656750,17,43,2.1054464332747083,10,8,19,14,3.169211772977783,45,4,3,5.955801999162496,1.7628911365356674,COMPLETE
93,0.8594604397242033,2026-01-04 02:24:15.357984,2026-01-04 02:24:17.079478,0 days 00:00:01.721494,15,39,2.0557803962686596,5,6,18,15,3.0742470783695066,50,3,6,2.8164536924421295,2.8888695582823223,COMPLETE
111,0.8587499805724881,2026-01-04 02:24:45.639198,2026-01-04 02:24:47.561156,0 days 00:00:01.921958,23,41,2.7125641924292974,9,7,18,10,3.862132514756448,44,4,2,4.989964018434418,1.1111346045624113,COMPLETE
56,0.8582738558712735,2026-01-04 02:22:59.057471,2026-01-04 02:23:01.160876,0 days 00:00:02.103405,15,40,1.9589093693158035,6,10,18,14,2.4301472547475766,45,4,1,4.6575331930862705,1.2073534933627097,COMPLETE
57,0.8579792512520527,2026-01-04 02:23:01.279932,2026-01-04 02:23:03.546259,0 days 00:00:02.266327,10,51,1.8376012798112649,5,9,21,13,2.6515183395191517,42,3,1,3.270181239518143,2.892602195612742,COMPLETE
87,0.8578921530478781,2026-01-04 02:24:01.485981,2026-01-04 02:24:03.658408,0 days 00:00:02.172427,10,46,1.9848439532222735,6,6,23,13,3.366377254606855,44,3,6,4.083720941815059,2.7130366768858494,COMPLETE
89,0.8566232510733333,2026-01-04 02:24:06.054491,2026-01-04 02:24:08.541802,0 days 00:00:02.487311,10,45,2.389881316594982,5,6,21,15,3.61158568656775,43,3,2,3.9472906712953577,2.3392917296449665,COMPLETE
36,0.8565733124721183,2026-01-04 02:22:21.238223,2026-01-04 02:22:23.228247,0 days 00:00:01.990024,21,44,3.369027580505591,8,7,21,10,3.6915967588662326,42,4,2,5.136844770753082,2.736236194707793,COMPLETE
35,0.8564912445424241,2026-01-04 02:22:19.120868,2026-01-04 02:22:21.051400,0 days 00:00:01.930532,16,47,3.164303806186355,7,7,22,11,3.979532797770858,48,2,9,3.9694332306344102,2.6109999905098196,COMPLETE
102,0.8556196278981062,2026-01-04 02:24:30.398463,2026-01-04 02:24:32.099954,0 days 00:00:01.701491,22,38,2.938996000498822,6,8,19,10,3.2534589985673716,48,2,4,4.806977875097573,1.6107391358238186,COMPLETE
130,0.8550447430382901,2026-01-04 02:25:20.226839,2026-01-04 02:25:22.140944,0 days 00:00:01.914105,19,37,3.1252459402255943,7,8,25,11,3.584476169175023,40,4,2,4.599909143812666,1.9991394733984214,COMPLETE
79,0.8548838501919629,2026-01-04 02:23:46.862692,2026-01-04 02:23:49.101504,0 days 00:00:02.238812,14,45,2.221787633837102,10,9,29,10,1.9223039513949418,52,3,3,2.28115490741001,1.4224976198670565,COMPLETE
45,0.8536427115592071,2026-01-04 02:22:40.080417,2026-01-04 02:22:42.238555,0 days 00:00:02.158138,14,39,2.6983874835352943,5,10,28,15,3.2337837576453463,47,3,3,3.661454472681929,1.9554164401875702,COMPLETE
58,0.8535350651632065,2026-01-04 02:23:03.656880,2026-01-04 02:23:05.845453,0 days 00:00:02.188573,11,45,2.4056453031095573,5,10,21,15,3.2614375936416815,41,3,3,4.856300705872137,2.9953287699623345,COMPLETE
103,0.8535261593642804,2026-01-04 02:24:32.207566,2026-01-04 02:24:33.916747,0 days 00:00:01.709181,20,37,3.2389992666359073,5,8,22,10,3.0094281577660116,45,3,1,4.637708589750914,1.1557386314990685,COMPLETE
88,0.8531366321937242,2026-01-04 02:24:03.787399,2026-01-04 02:24:05.934578,0 days 00:00:02.147179,15,40,2.420119678797441,10,9,17,9,1.9935422961794722,45,3,5,2.810015866774207,1.2866977118357787,COMPLETE
158,0.8527472250651006,2026-01-04 02:26:07.373027,2026-01-04 02:26:09.076806,0 days 00:00:01.703779,13,53,2.957406878723094,9,10,22,10,1.7929631901585956,51,3,1,2.070102801270307,1.459952321407541,COMPLETE
96,0.8518087212503485,2026-01-04 02:24:20.960413,2026-01-04 02:24:22.670552,0 days 00:00:01.710139,17,37,2.306286989161209,8,8,22,7,3.6047008978725255,46,4,3,5.507060359183807,1.2031510926196454,COMPLETE
196,0.8513827326259589,2026-01-04 02:27:12.548604,2026-01-04 02:27:14.271282,0 days 00:00:01.722678,16,47,2.3348851230776844,9,10,19,10,2.241999328494182,49,3,3,1.5733191074153827,2.2375445749819773,COMPLETE
43,0.8512838005635688,2026-01-04 02:22:35.369744,2026-01-04 02:22:37.611907,0 days 00:00:02.242163,12,51,2.2427666954586596,6,7,25,13,3.4104728948013645,43,4,3,4.832286349117067,1.5398352513484077,COMPLETE
114,0.8507619624944318,2026-01-04 02:24:52.199927,2026-01-04 02:24:53.979379,0 days 00:00:01.779452,19,43,2.5218428066476104,5,6,24,8,3.7478189068341035,47,3,5,5.293635001753692,1.5237963447311658,COMPLETE
151,0.8500513556366737,2026-01-04 02:25:57.618956,2026-01-04 02:25:59.343240,0 days 00:00:01.724284,13,54,2.6047004514131187,6,10,26,13,2.8025395610622996,41,4,3,4.654872429260283,2.159928107758133,COMPLETE
139,0.8496793997048504,2026-01-04 02:25:33.670428,2026-01-04 02:25:35.362692,0 days 00:00:01.692264,23,38,2.6664068609022307,6,7,24,8,3.9006332514304516,48,4,3,3.584868230123884,1.4776616376299663,COMPLETE
72,0.8493154613846052,2026-01-04 02:23:32.155527,2026-01-04 02:23:34.814261,0 days 00:00:02.658734,11,41,2.6995602330449717,9,9,24,8,2.1083908601596657,47,3,3,3.019952321519196,2.4093690948172037,COMPLETE
165,0.8492055518092053,2026-01-04 02:26:18.583787,2026-01-04 02:26:20.268605,0 days 00:00:01.684818,14,37,3.440161889669369,9,7,18,12,2.3141450682041214,44,3,6,2.7214122601782487,1.0624730124383708,COMPLETE
144,0.8488783972412078,2026-01-04 02:25:42.882301,2026-01-04 02:25:44.559697,0 days 00:00:01.677396,18,50,2.545106676463512,10,10,22,14,1.8323868571773307,47,2,2,4.36724503914324,2.065287730242573,COMPLETE
68,0.8487181891266015,2026-01-04 02:23:22.629832,2026-01-04 02:23:24.869062,0 days 00:00:02.239230,11,46,2.8191975619420635,7,7,21,15,3.712662011972801,47,2,2,4.820387474971633,1.5283549028010155,COMPLETE
16,0.8485510871835334,2026-01-04 02:21:38.298200,2026-01-04 02:21:40.423602,0 days 00:00:02.125402,21,52,2.181257826082952,8,10,20,5,2.0931227187420003,49,4,7,2.964298641716705,2.4929828102360485,COMPLETE
10,0.847809890003279,2026-01-04 02:21:24.970877,2026-01-04 02:21:27.086281,0 days 00:00:02.115404,18,59,2.349444984435284,5,6,21,9,3.2575473972379445,42,3,10,3.136333210706823,2.9435641654419213,COMPLETE
95,0.847186012152514,2026-01-04 02:24:19.169554,2026-01-04 02:24:20.851109,0 days 00:00:01.681555,15,48,2.0577250910937592,6,8,20,14,3.6244947005128174,48,4,1,4.23685414442643,2.1894411344611693,COMPLETE
64,0.8471424043706879,2026-01-04 02:23:13.527174,2026-01-04 02:23:15.591184,0 days 00:00:02.064010,14,44,2.601635458447215,5,10,22,8,2.6486630086652427,41,3,4,4.510348171110363,1.1245047017203487,COMPLETE
167,0.847086164353632,2026-01-04 02:26:22.163332,2026-01-04 02:26:23.893375,0 days 00:00:01.730043,11,45,2.603325855423949,5,7,19,12,3.042807369685364,45,2,2,5.341316633365997,2.426386261144707,COMPLETE
86,0.8470453509151454,2026-01-04 02:23:59.068470,2026-01-04 02:24:01.350381,0 days 00:00:02.281911,13,37,2.2085057840986093,10,10,23,13,2.647836841212166,46,4,2,3.828836121927436,2.172370394281439,COMPLETE
66,0.846371601458543,2026-01-04 02:23:18.068413,2026-01-04 02:23:20.313698,0 days 00:00:02.245285,10,40,2.5495064725010352,8,5,24,10,3.204567165575839,49,2,7,5.8106979601310815,2.5441766006226514,COMPLETE
11,0.8461817053353031,2026-01-04 02:21:27.192488,2026-01-04 02:21:29.326871,0 days 00:00:02.134383,14,48,1.887513877124982,5,10,23,8,3.7706647149166344,47,2,5,2.578028508001376,1.2897897441824462,COMPLETE
76,0.8461631281480692,2026-01-04 02:23:42.059652,2026-01-04 02:23:43.986291,0 days 00:00:01.926639,13,51,2.5676693936362613,9,10,22,11,2.6987939716059457,42,3,1,2.42975116372576,1.7955270919141608,COMPLETE
123,0.846098166840935,2026-01-04 02:25:08.984705,2026-01-04 02:25:10.777995,0 days 00:00:01.793290,22,40,2.8369566509001927,7,8,30,8,3.3012731213521347,50,3,1,5.941868765178313,1.5297796744027377,COMPLETE
150,0.8457407314980205,2026-01-04 02:25:55.594252,2026-01-04 02:25:57.509507,0 days 00:00:01.915255,15,39,3.1615258404091477,10,10,22,11,2.850269262175264,42,3,3,3.6610789608698546,1.445085644968984,COMPLETE
39,0.8438176181097958,2026-01-04 02:22:25.900430,2026-01-04 02:22:28.057468,0 days 00:00:02.157038,18,37,1.9953737975322188,7,10,26,10,2.3397638447793474,44,4,1,3.7274089505875327,1.9072327717060582,COMPLETE
181,0.8436413583615758,2026-01-04 02:26:46.429923,2026-01-04 02:26:48.127165,0 days 00:00:01.697242,14,52,2.86939217911809,10,10,30,14,1.5138814059204604,45,3,2,2.3081021198095937,2.3147445812124645,COMPLETE
63,0.8428143417401716,2026-01-04 02:23:11.284364,2026-01-04 02:23:13.257761,0 days 00:00:01.973397,12,44,3.187117981687506,8,5,19,12,3.304057234128239,40,3,4,5.351296661212956,2.4892271104517656,COMPLETE
129,0.8426242922525565,2026-01-04 02:25:18.401941,2026-01-04 02:25:20.118083,0 days 00:00:01.716142,21,37,3.289360113812226,8,6,24,6,3.0551209868929337,54,3,4,4.905030136471072,1.4498234220868733,COMPLETE
141,0.8421385188675926,2026-01-04 02:25:37.319577,2026-01-04 02:25:39.118780,0 days 00:00:01.799203,16,37,3.1090500913920773,8,9,24,9,1.9224817549050905,45,3,3,3.3262380696746723,1.6439653734916595,COMPLETE
143,0.8419074345887771,2026-01-04 02:25:41.072149,2026-01-04 02:25:42.758104,0 days 00:00:01.685955,12,45,3.41055401578087,10,10,24,9,2.257103036380743,45,3,6,1.9400839027268966,1.462068455954624,COMPLETE
22,0.8416290599349684,2026-01-04 02:21:51.817590,2026-01-04 02:21:53.766108,0 days 00:00:01.948518,21,57,2.487672726849262,8,10,21,5,1.8502581696629987,50,4,8,2.4934559283942654,2.3920077043539383,COMPLETE
135,0.8413954707731919,2026-01-04 02:25:27.969760,2026-01-04 02:25:29.691830,0 days 00:00:01.722070,16,45,3.469213078925641,9,7,21,9,2.434538789709414,52,4,4,3.2978212887386715,1.9174550928146918,COMPLETE
6,0.8413555984971395,2026-01-04 02:21:16.071834,2026-01-04 02:21:18.095439,0 days 00:00:02.023605,14,44,1.9080491954862402,10,7,18,8,2.312958305066868,48,1,9,4.783227802521289,2.2751149427104265,COMPLETE
115,0.8408160386169746,2026-01-04 02:24:54.131062,2026-01-04 02:24:55.914128,0 days 00:00:01.783066,19,40,2.0126686069422712,5,9,20,8,3.7959637100559442,50,4,2,3.8412891960059348,1.50563886438817,COMPLETE
121,0.8392669712245557,2026-01-04 02:25:05.294124,2026-01-04 02:25:07.020958,0 days 00:00:01.726834,22,41,3.0631842586016393,5,5,20,11,3.537245114885723,44,3,4,4.764050638929365,2.500462467721224,COMPLETE
125,0.8383126657210088,2026-01-04 02:25:12.660693,2026-01-04 02:25:14.343690,0 days 00:00:01.682997,22,42,3.4509529799981067,5,6,25,8,3.1924604055701726,49,4,1,5.387606709878908,2.371186177977871,COMPLETE
180,0.8381583792862406,2026-01-04 02:26:44.594022,2026-01-04 02:26:46.320620,0 days 00:00:01.726598,12,54,2.120361022794927,9,8,29,15,3.5627668676723143,49,3,3,5.613482145351924,1.7851768361760778,COMPLETE
24,0.8376836531853626,2026-01-04 02:21:56.477680,2026-01-04 02:21:58.409109,0 days 00:00:01.931429,20,43,1.8067835833421886,8,9,20,6,2.5678086282834593,50,4,7,3.067422026351888,2.1377038263290666,COMPLETE
119,0.836691327699366,2026-01-04 02:25:01.513468,2026-01-04 02:25:03.367835,0 days 00:00:01.854367,12,37,3.1445713881583273,5,10,18,15,3.0970884420317373,45,2,2,3.7320397917013146,2.096150882525924,COMPLETE
65,0.8366413746472414,2026-01-04 02:23:15.714294,2026-01-04 02:23:17.938043,0 days 00:00:02.223749,16,52,2.926487116974124,7,9,18,15,2.126931743098044,49,4,3,4.926243504575929,2.7340119860522747,COMPLETE
1,0.8356002884103234,2026-01-04 02:21:04.366600,2026-01-04 02:21:07.017014,0 days 00:00:02.650414,14,49,2.534306531691597,6,7,20,7,3.0296322368059485,41,4,4,2.1277223729341883,1.5842892970704363,COMPLETE
83,0.8344611192973761,2026-01-04 02:23:52.030832,2026-01-04 02:23:54.183966,0 days 00:00:02.153134,13,48,2.479133986540808,5,6,30,15,3.7190632509224377,48,4,2,3.2118117378043016,2.524968683913919,COMPLETE
61,0.8336372172176619,2026-01-04 02:23:08.570027,2026-01-04 02:23:10.726905,0 days 00:00:02.156878,12,45,2.406074135365344,9,5,18,15,3.357977277950811,44,2,5,4.902403145392032,2.1880626360210402,COMPLETE
179,0.8336214332298127,2026-01-04 02:26:42.791241,2026-01-04 02:26:44.484578,0 days 00:00:01.693337,21,36,3.269527076939633,7,7,22,7,3.9770770898316514,44,4,3,4.935331630837985,1.9857354630399893,COMPLETE
182,0.8326797688545478,2026-01-04 02:26:48.264387,2026-01-04 02:26:50.102043,0 days 00:00:01.837656,14,50,2.6689778011656005,7,7,30,14,3.4208493150039394,49,3,6,4.91159990354362,1.225237688206933,COMPLETE
101,0.8326350043896975,2026-01-04 02:24:28.595417,2026-01-04 02:24:30.288259,0 days 00:00:01.692842,10,51,2.806778596542372,7,10,27,15,2.2033989727669945,51,3,5,3.694304371487937,2.137865228419735,COMPLETE
85,0.8308410499065184,2026-01-04 02:23:56.766561,2026-01-04 02:23:58.957517,0 days 00:00:02.190956,18,40,1.8247165323906316,5,6,29,15,3.980758735754597,53,3,4,3.500239907086898,2.0533880284336608,COMPLETE
48,0.8305817948958554,2026-01-04 02:22:46.723104,2026-01-04 02:22:48.949358,0 days 00:00:02.226254,11,52,2.4278716805365295,5,10,22,14,3.4884452431214648,45,2,2,5.096984182002371,1.7242335012125196,COMPLETE
73,0.8301247025468261,2026-01-04 02:23:35.016295,2026-01-04 02:23:36.977664,0 days 00:00:01.961369,21,46,3.059039125378001,9,10,25,12,2.485135443861811,48,2,5,2.2110295892182923,1.6636605271883642,COMPLETE
28,0.8283547921228159,2026-01-04 02:22:03.224232,2026-01-04 02:22:05.434854,0 days 00:00:02.210622,13,39,1.9087778918611333,10,10,40,11,2.8508842220188972,45,3,3,4.042423768392367,2.44681056611068,COMPLETE
168,0.8281975388570628,2026-01-04 02:26:24.045911,2026-01-04 02:26:25.725505,0 days 00:00:01.679594,23,39,3.0983649958613424,7,9,18,7,3.240424088908683,43,4,2,4.080781162051502,1.644129528450725,COMPLETE
149,0.8280982030232985,2026-01-04 02:25:53.714656,2026-01-04 02:25:55.482635,0 days 00:00:01.767979,12,49,2.7259315476004575,9,10,28,15,1.565013085600143,48,4,3,3.424317780481293,1.3913362831444784,COMPLETE
178,0.8273913101677983,2026-01-04 02:26:41.017687,2026-01-04 02:26:42.676518,0 days 00:00:01.658831,10,43,1.8526488517909436,6,6,28,15,3.404312086782151,50,4,5,3.5196577396803628,2.3574074124325173,COMPLETE
41,0.8257771957169806,2026-01-04 02:22:30.474354,2026-01-04 02:22:32.851742,0 days 00:00:02.377388,13,44,2.213019274341299,5,10,19,15,3.854313843574262,54,4,4,4.75587253635244,1.1281508154397852,COMPLETE
