number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,state
3020,2.859163140892648,2026-01-07 04:12:27.938000,2026-01-07 04:12:27.996261,0 days 00:00:00.058261,44,42,COMPLETE
3017,2.859163140892648,2026-01-07 04:12:27.341070,2026-01-07 04:12:27.392140,0 days 00:00:00.051070,46,58,COMPLETE
3013,2.859163140892648,2026-01-07 04:12:26.543271,2026-01-07 04:12:26.595243,0 days 00:00:00.051972,44,44,COMPLETE
3012,2.859163140892648,2026-01-07 04:12:26.359104,2026-01-07 04:12:26.414077,0 days 00:00:00.054973,50,46,COMPLETE
3010,2.859163140892648,2026-01-07 04:12:25.956695,2026-01-07 04:12:26.027264,0 days 00:00:00.070569,44,53,COMPLETE
3009,2.859163140892648,2026-01-07 04:12:25.594346,2026-01-07 04:12:25.801550,0 days 00:00:00.207204,37,44,COMPLETE
1646,2.859163140892648,2026-01-07 04:07:59.134592,2026-01-07 04:07:59.182933,0 days 00:00:00.048341,35,45,COMPLETE
1636,2.859163140892648,2026-01-07 04:07:57.212332,2026-01-07 04:07:57.274147,0 days 00:00:00.061815,41,54,COMPLETE
1633,2.859163140892648,2026-01-07 04:07:56.628267,2026-01-07 04:07:56.700484,0 days 00:00:00.072217,44,46,COMPLETE
1586,2.859163140892648,2026-01-07 04:07:48.002868,2026-01-07 04:07:48.052934,0 days 00:00:00.050066,44,64,COMPLETE
1584,2.859163140892648,2026-01-07 04:07:47.614562,2026-01-07 04:07:47.679390,0 days 00:00:00.064828,36,61,COMPLETE
3039,2.859163140892648,2026-01-07 04:12:31.847580,2026-01-07 04:12:31.904631,0 days 00:00:00.057051,47,45,COMPLETE
3038,2.859163140892648,2026-01-07 04:12:31.675754,2026-01-07 04:12:31.727515,0 days 00:00:00.051761,43,44,COMPLETE
3035,2.859163140892648,2026-01-07 04:12:31.006157,2026-01-07 04:12:31.091568,0 days 00:00:00.085411,47,46,COMPLETE
3029,2.859163140892648,2026-01-07 04:12:29.706274,2026-01-07 04:12:29.757396,0 days 00:00:00.051122,47,53,COMPLETE
3028,2.859163140892648,2026-01-07 04:12:29.521783,2026-01-07 04:12:29.576640,0 days 00:00:00.054857,26,53,COMPLETE
3027,2.859163140892648,2026-01-07 04:12:29.329232,2026-01-07 04:12:29.387590,0 days 00:00:00.058358,39,45,COMPLETE
3025,2.859163140892648,2026-01-07 04:12:28.906683,2026-01-07 04:12:28.957053,0 days 00:00:00.050370,36,53,COMPLETE
3024,2.859163140892648,2026-01-07 04:12:28.723132,2026-01-07 04:12:28.776846,0 days 00:00:00.053714,50,44,COMPLETE
1613,2.859163140892648,2026-01-07 04:07:53.038821,2026-01-07 04:07:53.088723,0 days 00:00:00.049902,41,56,COMPLETE
1611,2.859163140892648,2026-01-07 04:07:52.613762,2026-01-07 04:07:52.675070,0 days 00:00:00.061308,41,47,COMPLETE
1605,2.859163140892648,2026-01-07 04:07:51.523761,2026-01-07 04:07:51.571947,0 days 00:00:00.048186,46,46,COMPLETE
1630,2.859163140892648,2026-01-07 04:07:56.112822,2026-01-07 04:07:56.160767,0 days 00:00:00.047945,32,46,COMPLETE
1629,2.859163140892648,2026-01-07 04:07:55.935669,2026-01-07 04:07:55.990297,0 days 00:00:00.054628,39,43,COMPLETE
3043,2.859163140892648,2026-01-07 04:12:32.917126,2026-01-07 04:12:33.045385,0 days 00:00:00.128259,50,67,COMPLETE
3040,2.859163140892648,2026-01-07 04:12:32.077256,2026-01-07 04:12:32.135143,0 days 00:00:00.057887,40,46,COMPLETE
1564,2.859163140892648,2026-01-07 04:07:43.946478,2026-01-07 04:07:43.994332,0 days 00:00:00.047854,46,47,COMPLETE
1563,2.859163140892648,2026-01-07 04:07:43.793116,2026-01-07 04:07:43.835218,0 days 00:00:00.042102,43,43,COMPLETE
1562,2.859163140892648,2026-01-07 04:07:43.583168,2026-01-07 04:07:43.635262,0 days 00:00:00.052094,39,55,COMPLETE
1579,2.859163140892648,2026-01-07 04:07:46.737606,2026-01-07 04:07:46.791019,0 days 00:00:00.053413,47,45,COMPLETE
1578,2.859163140892648,2026-01-07 04:07:46.521750,2026-01-07 04:07:46.572196,0 days 00:00:00.050446,46,42,COMPLETE
1575,2.859163140892648,2026-01-07 04:07:45.931176,2026-01-07 04:07:45.976295,0 days 00:00:00.045119,40,45,COMPLETE
1573,2.859163140892648,2026-01-07 04:07:45.540026,2026-01-07 04:07:45.586452,0 days 00:00:00.046426,37,42,COMPLETE
1572,2.859163140892648,2026-01-07 04:07:45.367628,2026-01-07 04:07:45.426121,0 days 00:00:00.058493,43,54,COMPLETE
1568,2.859163140892648,2026-01-07 04:07:44.657391,2026-01-07 04:07:44.725464,0 days 00:00:00.068073,46,42,COMPLETE
1599,2.859163140892648,2026-01-07 04:07:50.471249,2026-01-07 04:07:50.521652,0 days 00:00:00.050403,50,60,COMPLETE
1593,2.859163140892648,2026-01-07 04:07:49.275839,2026-01-07 04:07:49.337733,0 days 00:00:00.061894,43,45,COMPLETE
1589,2.859163140892648,2026-01-07 04:07:48.522773,2026-01-07 04:07:48.576780,0 days 00:00:00.054007,46,56,COMPLETE
1587,2.859163140892648,2026-01-07 04:07:48.171729,2026-01-07 04:07:48.219459,0 days 00:00:00.047730,50,46,COMPLETE
3068,2.859163140892648,2026-01-07 04:12:37.918676,2026-01-07 04:12:37.968463,0 days 00:00:00.049787,50,44,COMPLETE
3065,2.859163140892648,2026-01-07 04:12:37.367506,2026-01-07 04:12:37.419447,0 days 00:00:00.051941,42,54,COMPLETE
3061,2.859163140892648,2026-01-07 04:12:36.611408,2026-01-07 04:12:36.663011,0 days 00:00:00.051603,47,46,COMPLETE
3058,2.859163140892648,2026-01-07 04:12:36.053515,2026-01-07 04:12:36.116654,0 days 00:00:00.063139,50,53,COMPLETE
3057,2.859163140892648,2026-01-07 04:12:35.840141,2026-01-07 04:12:35.895450,0 days 00:00:00.055309,42,44,COMPLETE
3056,2.859163140892648,2026-01-07 04:12:35.668781,2026-01-07 04:12:35.717877,0 days 00:00:00.049096,40,42,COMPLETE
1551,2.859163140892648,2026-01-07 04:07:41.600943,2026-01-07 04:07:41.663768,0 days 00:00:00.062825,42,45,COMPLETE
1548,2.859163140892648,2026-01-07 04:07:41.050724,2026-01-07 04:07:41.103012,0 days 00:00:00.052288,44,47,COMPLETE
1543,2.859163140892648,2026-01-07 04:07:40.164951,2026-01-07 04:07:40.214346,0 days 00:00:00.049395,46,43,COMPLETE
1541,2.859163140892648,2026-01-07 04:07:39.585581,2026-01-07 04:07:39.650080,0 days 00:00:00.064499,38,45,COMPLETE
1540,2.859163140892648,2026-01-07 04:07:39.417691,2026-01-07 04:07:39.465621,0 days 00:00:00.047930,50,46,COMPLETE
1538,2.859163140892648,2026-01-07 04:07:39.063768,2026-01-07 04:07:39.118613,0 days 00:00:00.054845,46,46,COMPLETE
1536,2.859163140892648,2026-01-07 04:07:38.425112,2026-01-07 04:07:38.476722,0 days 00:00:00.051610,42,55,COMPLETE
3049,2.859163140892648,2026-01-07 04:12:34.268904,2026-01-07 04:12:34.318426,0 days 00:00:00.049522,50,45,COMPLETE
3044,2.859163140892648,2026-01-07 04:12:33.207503,2026-01-07 04:12:33.259527,0 days 00:00:00.052024,35,46,COMPLETE
3085,2.859163140892648,2026-01-07 04:12:41.349216,2026-01-07 04:12:41.403394,0 days 00:00:00.054178,47,42,COMPLETE
3083,2.859163140892648,2026-01-07 04:12:40.946329,2026-01-07 04:12:41.006372,0 days 00:00:00.060043,41,44,COMPLETE
3079,2.859163140892648,2026-01-07 04:12:40.207378,2026-01-07 04:12:40.258270,0 days 00:00:00.050892,34,44,COMPLETE
3075,2.859163140892648,2026-01-07 04:12:39.373526,2026-01-07 04:12:39.425343,0 days 00:00:00.051817,38,44,COMPLETE
3072,2.859163140892648,2026-01-07 04:12:38.788865,2026-01-07 04:12:38.841585,0 days 00:00:00.052720,46,61,COMPLETE
1535,2.859163140892648,2026-01-07 04:07:38.251238,2026-01-07 04:07:38.300092,0 days 00:00:00.048854,34,47,COMPLETE
1530,2.859163140892648,2026-01-07 04:07:37.169836,2026-01-07 04:07:37.224751,0 days 00:00:00.054915,41,44,COMPLETE
1528,2.859163140892648,2026-01-07 04:07:36.293207,2026-01-07 04:07:36.525179,0 days 00:00:00.231972,12,60,COMPLETE
1524,2.859163140892648,2026-01-07 04:07:34.666887,2026-01-07 04:07:34.729325,0 days 00:00:00.062438,43,52,COMPLETE
1523,2.859163140892648,2026-01-07 04:07:34.468288,2026-01-07 04:07:34.518204,0 days 00:00:00.049916,38,52,COMPLETE
1520,2.859163140892648,2026-01-07 04:07:33.986873,2026-01-07 04:07:34.036162,0 days 00:00:00.049289,50,52,COMPLETE
3071,2.859163140892648,2026-01-07 04:12:38.602785,2026-01-07 04:12:38.657953,0 days 00:00:00.055168,39,54,COMPLETE
3069,2.859163140892648,2026-01-07 04:12:38.221957,2026-01-07 04:12:38.283241,0 days 00:00:00.061284,45,45,COMPLETE
1492,2.859163140892648,2026-01-07 04:07:28.900808,2026-01-07 04:07:28.948864,0 days 00:00:00.048056,46,47,COMPLETE
1490,2.859163140892648,2026-01-07 04:07:28.518632,2026-01-07 04:07:28.567755,0 days 00:00:00.049123,37,53,COMPLETE
1489,2.859163140892648,2026-01-07 04:07:28.328769,2026-01-07 04:07:28.381792,0 days 00:00:00.053023,43,47,COMPLETE
3100,2.859163140892648,2026-01-07 04:12:44.214812,2026-01-07 04:12:44.264589,0 days 00:00:00.049777,46,44,COMPLETE
3098,2.859163140892648,2026-01-07 04:12:43.842174,2026-01-07 04:12:43.891196,0 days 00:00:00.049022,42,45,COMPLETE
3091,2.859163140892648,2026-01-07 04:12:42.477469,2026-01-07 04:12:42.534589,0 days 00:00:00.057120,46,52,COMPLETE
3090,2.859163140892648,2026-01-07 04:12:42.275306,2026-01-07 04:12:42.326927,0 days 00:00:00.051621,40,47,COMPLETE
3089,2.859163140892648,2026-01-07 04:12:42.105544,2026-01-07 04:12:42.157128,0 days 00:00:00.051584,41,61,COMPLETE
3088,2.859163140892648,2026-01-07 04:12:41.871515,2026-01-07 04:12:41.929984,0 days 00:00:00.058469,44,44,COMPLETE
1519,2.859163140892648,2026-01-07 04:07:33.832193,2026-01-07 04:07:33.874870,0 days 00:00:00.042677,43,43,COMPLETE
1514,2.859163140892648,2026-01-07 04:07:32.911231,2026-01-07 04:07:32.957394,0 days 00:00:00.046163,32,52,COMPLETE
1510,2.859163140892648,2026-01-07 04:07:32.158066,2026-01-07 04:07:32.221208,0 days 00:00:00.063142,47,54,COMPLETE
1508,2.859163140892648,2026-01-07 04:07:31.824551,2026-01-07 04:07:31.870349,0 days 00:00:00.045798,43,44,COMPLETE
1506,2.859163140892648,2026-01-07 04:07:31.433798,2026-01-07 04:07:31.481700,0 days 00:00:00.047902,26,54,COMPLETE
3919,2.859163140892648,2026-01-07 04:15:32.801156,2026-01-07 04:15:32.854067,0 days 00:00:00.052911,32,52,COMPLETE
3915,2.859163140892648,2026-01-07 04:15:31.952827,2026-01-07 04:15:32.010324,0 days 00:00:00.057497,46,42,COMPLETE
3914,2.859163140892648,2026-01-07 04:15:31.760648,2026-01-07 04:15:31.825141,0 days 00:00:00.064493,43,44,COMPLETE
3910,2.859163140892648,2026-01-07 04:15:30.946491,2026-01-07 04:15:31.013651,0 days 00:00:00.067160,35,43,COMPLETE
3907,2.859163140892648,2026-01-07 04:15:30.339899,2026-01-07 04:15:30.393436,0 days 00:00:00.053537,39,43,COMPLETE
3906,2.859163140892648,2026-01-07 04:15:30.095944,2026-01-07 04:15:30.152543,0 days 00:00:00.056599,50,44,COMPLETE
3904,2.859163140892648,2026-01-07 04:15:29.723636,2026-01-07 04:15:29.777436,0 days 00:00:00.053800,42,58,COMPLETE
143,2.859163140892648,2026-01-07 04:03:27.025542,2026-01-07 04:03:27.069980,0 days 00:00:00.044438,44,42,COMPLETE
141,2.859163140892648,2026-01-07 04:03:26.681278,2026-01-07 04:03:26.725250,0 days 00:00:00.043972,50,47,COMPLETE
140,2.859163140892648,2026-01-07 04:03:26.519197,2026-01-07 04:03:26.566692,0 days 00:00:00.047495,38,60,COMPLETE
137,2.859163140892648,2026-01-07 04:03:26.040002,2026-01-07 04:03:26.083712,0 days 00:00:00.043710,44,42,COMPLETE
132,2.859163140892648,2026-01-07 04:03:24.998201,2026-01-07 04:03:25.044684,0 days 00:00:00.046483,39,42,COMPLETE
130,2.859163140892648,2026-01-07 04:03:24.692949,2026-01-07 04:03:24.733859,0 days 00:00:00.040910,50,42,COMPLETE
3903,2.859163140892648,2026-01-07 04:15:29.534177,2026-01-07 04:15:29.591596,0 days 00:00:00.057419,42,42,COMPLETE
1480,2.859163140892648,2026-01-07 04:07:26.620660,2026-01-07 04:07:26.678130,0 days 00:00:00.057470,43,56,COMPLETE
1475,2.859163140892648,2026-01-07 04:07:25.720839,2026-01-07 04:07:25.789684,0 days 00:00:00.068845,50,46,COMPLETE
1473,2.859163140892648,2026-01-07 04:07:25.315479,2026-01-07 04:07:25.365098,0 days 00:00:00.049619,42,43,COMPLETE
1472,2.859163140892648,2026-01-07 04:07:25.145521,2026-01-07 04:07:25.200320,0 days 00:00:00.054799,47,57,COMPLETE
3119,2.859163140892648,2026-01-07 04:12:47.847114,2026-01-07 04:12:47.898883,0 days 00:00:00.051769,42,47,COMPLETE
3118,2.859163140892648,2026-01-07 04:12:47.669928,2026-01-07 04:12:47.723263,0 days 00:00:00.053335,29,44,COMPLETE
3116,2.859163140892648,2026-01-07 04:12:47.317615,2026-01-07 04:12:47.373783,0 days 00:00:00.056168,15,68,COMPLETE
3113,2.859163140892648,2026-01-07 04:12:46.722246,2026-01-07 04:12:46.776718,0 days 00:00:00.054472,37,45,COMPLETE
3111,2.859163140892648,2026-01-07 04:12:46.322609,2026-01-07 04:12:46.373727,0 days 00:00:00.051118,46,53,COMPLETE
3110,2.859163140892648,2026-01-07 04:12:46.149348,2026-01-07 04:12:46.199430,0 days 00:00:00.050082,50,45,COMPLETE
3109,2.859163140892648,2026-01-07 04:12:45.924117,2026-01-07 04:12:45.979221,0 days 00:00:00.055104,47,44,COMPLETE
3108,2.859163140892648,2026-01-07 04:12:45.704696,2026-01-07 04:12:45.796264,0 days 00:00:00.091568,40,44,COMPLETE
1501,2.859163140892648,2026-01-07 04:07:30.548419,2026-01-07 04:07:30.607300,0 days 00:00:00.058881,37,47,COMPLETE
1500,2.859163140892648,2026-01-07 04:07:30.376910,2026-01-07 04:07:30.423158,0 days 00:00:00.046248,47,55,COMPLETE
1499,2.859163140892648,2026-01-07 04:07:30.145117,2026-01-07 04:07:30.198700,0 days 00:00:00.053583,50,42,COMPLETE
1495,2.859163140892648,2026-01-07 04:07:29.422589,2026-01-07 04:07:29.471438,0 days 00:00:00.048849,47,45,COMPLETE
1443,2.859163140892648,2026-01-07 04:07:20.005953,2026-01-07 04:07:20.052103,0 days 00:00:00.046150,50,47,COMPLETE
3131,2.859163140892648,2026-01-07 04:12:50.269603,2026-01-07 04:12:50.361981,0 days 00:00:00.092378,37,44,COMPLETE
3130,2.859163140892648,2026-01-07 04:12:49.918779,2026-01-07 04:12:49.985715,0 days 00:00:00.066936,46,44,COMPLETE
3127,2.859163140892648,2026-01-07 04:12:49.393512,2026-01-07 04:12:49.444027,0 days 00:00:00.050515,44,44,COMPLETE
3126,2.859163140892648,2026-01-07 04:12:49.207661,2026-01-07 04:12:49.257351,0 days 00:00:00.049690,46,54,COMPLETE
3120,2.859163140892648,2026-01-07 04:12:48.031523,2026-01-07 04:12:48.096967,0 days 00:00:00.065444,40,54,COMPLETE
1469,2.859163140892648,2026-01-07 04:07:24.628839,2026-01-07 04:07:24.701104,0 days 00:00:00.072265,28,44,COMPLETE
1463,2.859163140892648,2026-01-07 04:07:23.618659,2026-01-07 04:07:23.697835,0 days 00:00:00.079176,46,46,COMPLETE
1461,2.859163140892648,2026-01-07 04:07:23.296911,2026-01-07 04:07:23.342078,0 days 00:00:00.045167,41,67,COMPLETE
1457,2.859163140892648,2026-01-07 04:07:22.533565,2026-01-07 04:07:22.579295,0 days 00:00:00.045730,15,46,COMPLETE
1484,2.859163140892648,2026-01-07 04:07:27.361125,2026-01-07 04:07:27.408484,0 days 00:00:00.047359,50,45,COMPLETE
1483,2.859163140892648,2026-01-07 04:07:27.180748,2026-01-07 04:07:27.235576,0 days 00:00:00.054828,39,45,COMPLETE
1482,2.859163140892648,2026-01-07 04:07:27.015889,2026-01-07 04:07:27.065835,0 days 00:00:00.049946,45,46,COMPLETE
1481,2.859163140892648,2026-01-07 04:07:26.838095,2026-01-07 04:07:26.893276,0 days 00:00:00.055181,33,45,COMPLETE
3151,2.859163140892648,2026-01-07 04:12:54.432013,2026-01-07 04:12:54.482928,0 days 00:00:00.050915,47,47,COMPLETE
3148,2.859163140892648,2026-01-07 04:12:53.569878,2026-01-07 04:12:53.661430,0 days 00:00:00.091552,46,42,COMPLETE
3147,2.859163140892648,2026-01-07 04:12:53.401283,2026-01-07 04:12:53.453460,0 days 00:00:00.052177,32,45,COMPLETE
3145,2.859163140892648,2026-01-07 04:12:53.021018,2026-01-07 04:12:53.084310,0 days 00:00:00.063292,50,56,COMPLETE
3144,2.859163140892648,2026-01-07 04:12:52.837147,2026-01-07 04:12:52.894940,0 days 00:00:00.057793,34,56,COMPLETE
3142,2.859163140892648,2026-01-07 04:12:52.467976,2026-01-07 04:12:52.525139,0 days 00:00:00.057163,43,42,COMPLETE
3140,2.859163140892648,2026-01-07 04:12:52.087814,2026-01-07 04:12:52.142881,0 days 00:00:00.055067,43,44,COMPLETE
3139,2.859163140892648,2026-01-07 04:12:51.848204,2026-01-07 04:12:51.908428,0 days 00:00:00.060224,43,53,COMPLETE
3138,2.859163140892648,2026-01-07 04:12:51.666949,2026-01-07 04:12:51.719219,0 days 00:00:00.052270,50,42,COMPLETE
3136,2.859163140892648,2026-01-07 04:12:51.313917,2026-01-07 04:12:51.363758,0 days 00:00:00.049841,40,44,COMPLETE
1455,2.859163140892648,2026-01-07 04:07:22.161383,2026-01-07 04:07:22.221362,0 days 00:00:00.059979,50,55,COMPLETE
1454,2.859163140892648,2026-01-07 04:07:21.991024,2026-01-07 04:07:22.037988,0 days 00:00:00.046964,40,43,COMPLETE
1453,2.859163140892648,2026-01-07 04:07:21.827092,2026-01-07 04:07:21.875649,0 days 00:00:00.048557,46,46,COMPLETE
1451,2.859163140892648,2026-01-07 04:07:21.401524,2026-01-07 04:07:21.448122,0 days 00:00:00.046598,34,46,COMPLETE
1445,2.859163140892648,2026-01-07 04:07:20.348066,2026-01-07 04:07:20.398339,0 days 00:00:00.050273,46,45,COMPLETE
1444,2.859163140892648,2026-01-07 04:07:20.174142,2026-01-07 04:07:20.227542,0 days 00:00:00.053400,40,43,COMPLETE
3159,2.859163140892648,2026-01-07 04:12:56.009683,2026-01-07 04:12:56.095265,0 days 00:00:00.085582,43,45,COMPLETE
3157,2.859163140892648,2026-01-07 04:12:55.607628,2026-01-07 04:12:55.687004,0 days 00:00:00.079376,44,53,COMPLETE
3154,2.859163140892648,2026-01-07 04:12:54.990904,2026-01-07 04:12:55.049615,0 days 00:00:00.058711,44,62,COMPLETE
3153,2.859163140892648,2026-01-07 04:12:54.813207,2026-01-07 04:12:54.864136,0 days 00:00:00.050929,50,46,COMPLETE
1421,2.859163140892648,2026-01-07 04:07:16.020561,2026-01-07 04:07:16.098905,0 days 00:00:00.078344,41,56,COMPLETE
1420,2.859163140892648,2026-01-07 04:07:15.852708,2026-01-07 04:07:15.901908,0 days 00:00:00.049200,50,60,COMPLETE
1414,2.859163140892648,2026-01-07 04:07:14.587888,2026-01-07 04:07:14.687802,0 days 00:00:00.099914,50,47,COMPLETE
1413,2.859163140892648,2026-01-07 04:07:14.431442,2026-01-07 04:07:14.476037,0 days 00:00:00.044595,42,45,COMPLETE
1411,2.859163140892648,2026-01-07 04:07:14.105559,2026-01-07 04:07:14.152367,0 days 00:00:00.046808,31,45,COMPLETE
1439,2.859163140892648,2026-01-07 04:07:19.293771,2026-01-07 04:07:19.344660,0 days 00:00:00.050889,35,56,COMPLETE
1431,2.859163140892648,2026-01-07 04:07:17.862195,2026-01-07 04:07:17.920084,0 days 00:00:00.057889,50,42,COMPLETE
1430,2.859163140892648,2026-01-07 04:07:17.625983,2026-01-07 04:07:17.690597,0 days 00:00:00.064614,36,43,COMPLETE
1429,2.859163140892648,2026-01-07 04:07:17.438274,2026-01-07 04:07:17.491271,0 days 00:00:00.052997,46,45,COMPLETE
1425,2.859163140892648,2026-01-07 04:07:16.772747,2026-01-07 04:07:16.823691,0 days 00:00:00.050944,45,53,COMPLETE
1424,2.859163140892648,2026-01-07 04:07:16.560888,2026-01-07 04:07:16.609470,0 days 00:00:00.048582,42,44,COMPLETE
3181,2.859163140892648,2026-01-07 04:13:00.365017,2026-01-07 04:13:00.429468,0 days 00:00:00.064451,47,56,COMPLETE
3179,2.859163140892648,2026-01-07 04:12:59.966715,2026-01-07 04:13:00.028043,0 days 00:00:00.061328,39,46,COMPLETE
3176,2.859163140892648,2026-01-07 04:12:59.412578,2026-01-07 04:12:59.467400,0 days 00:00:00.054822,50,44,COMPLETE
3173,2.859163140892648,2026-01-07 04:12:58.767966,2026-01-07 04:12:58.820903,0 days 00:00:00.052937,47,43,COMPLETE
3172,2.859163140892648,2026-01-07 04:12:58.595194,2026-01-07 04:12:58.644120,0 days 00:00:00.048926,36,45,COMPLETE
3171,2.859163140892648,2026-01-07 04:12:58.411863,2026-01-07 04:12:58.473969,0 days 00:00:00.062106,40,57,COMPLETE
3170,2.859163140892648,2026-01-07 04:12:58.207244,2026-01-07 04:12:58.262185,0 days 00:00:00.054941,43,42,COMPLETE
1406,2.859163140892648,2026-01-07 04:07:13.252419,2026-01-07 04:07:13.300498,0 days 00:00:00.048079,41,44,COMPLETE
1402,2.859163140892648,2026-01-07 04:07:12.421112,2026-01-07 04:07:12.509834,0 days 00:00:00.088722,50,46,COMPLETE
1398,2.859163140892648,2026-01-07 04:07:11.723081,2026-01-07 04:07:11.779300,0 days 00:00:00.056219,46,59,COMPLETE
1397,2.859163140892648,2026-01-07 04:07:11.502215,2026-01-07 04:07:11.554459,0 days 00:00:00.052244,46,47,COMPLETE
1396,2.859163140892648,2026-01-07 04:07:11.329444,2026-01-07 04:07:11.382088,0 days 00:00:00.052644,44,43,COMPLETE
1395,2.859163140892648,2026-01-07 04:07:11.168495,2026-01-07 04:07:11.214948,0 days 00:00:00.046453,41,58,COMPLETE
3165,2.859163140892648,2026-01-07 04:12:57.235911,2026-01-07 04:12:57.287963,0 days 00:00:00.052052,40,47,COMPLETE
3164,2.859163140892648,2026-01-07 04:12:57.021864,2026-01-07 04:12:57.102286,0 days 00:00:00.080422,46,45,COMPLETE
1363,2.859163140892648,2026-01-07 04:07:05.463022,2026-01-07 04:07:05.507765,0 days 00:00:00.044743,40,47,COMPLETE
1361,2.859163140892648,2026-01-07 04:07:05.108050,2026-01-07 04:07:05.170723,0 days 00:00:00.062673,32,45,COMPLETE
3198,2.859163140892648,2026-01-07 04:13:03.657872,2026-01-07 04:13:03.710145,0 days 00:00:00.052273,50,43,COMPLETE
3197,2.859163140892648,2026-01-07 04:13:03.481795,2026-01-07 04:13:03.531312,0 days 00:00:00.049517,44,43,COMPLETE
3195,2.859163140892648,2026-01-07 04:13:03.117353,2026-01-07 04:13:03.170282,0 days 00:00:00.052929,42,42,COMPLETE
3193,2.859163140892648,2026-01-07 04:13:02.731844,2026-01-07 04:13:02.783731,0 days 00:00:00.051887,50,59,COMPLETE
3189,2.859163140892648,2026-01-07 04:13:01.896393,2026-01-07 04:13:01.956424,0 days 00:00:00.060031,33,45,COMPLETE
3188,2.859163140892648,2026-01-07 04:13:01.720266,2026-01-07 04:13:01.776212,0 days 00:00:00.055946,47,45,COMPLETE
3187,2.859163140892648,2026-01-07 04:13:01.543517,2026-01-07 04:13:01.595757,0 days 00:00:00.052240,41,45,COMPLETE
1390,2.859163140892648,2026-01-07 04:07:10.321912,2026-01-07 04:07:10.368321,0 days 00:00:00.046409,37,43,COMPLETE
1389,2.859163140892648,2026-01-07 04:07:10.158387,2026-01-07 04:07:10.205148,0 days 00:00:00.046761,42,46,COMPLETE
1384,2.859163140892648,2026-01-07 04:07:09.294167,2026-01-07 04:07:09.339797,0 days 00:00:00.045630,43,46,COMPLETE
1377,2.859163140892648,2026-01-07 04:07:08.071885,2026-01-07 04:07:08.117799,0 days 00:00:00.045914,39,58,COMPLETE
1376,2.859163140892648,2026-01-07 04:07:07.909720,2026-01-07 04:07:07.952789,0 days 00:00:00.043069,50,52,COMPLETE
3214,2.859163140892648,2026-01-07 04:13:07.154717,2026-01-07 04:13:07.204333,0 days 00:00:00.049616,47,52,COMPLETE
3210,2.859163140892648,2026-01-07 04:13:06.279076,2026-01-07 04:13:06.329261,0 days 00:00:00.050185,43,43,COMPLETE
3209,2.859163140892648,2026-01-07 04:13:06.080091,2026-01-07 04:13:06.152893,0 days 00:00:00.072802,36,64,COMPLETE
3206,2.859163140892648,2026-01-07 04:13:05.244111,2026-01-07 04:13:05.294990,0 days 00:00:00.050879,50,47,COMPLETE
3200,2.859163140892648,2026-01-07 04:13:04.011668,2026-01-07 04:13:04.076232,0 days 00:00:00.064564,35,54,COMPLETE
1358,2.859163140892648,2026-01-07 04:07:04.573239,2026-01-07 04:07:04.624307,0 days 00:00:00.051068,22,68,COMPLETE
1356,2.859163140892648,2026-01-07 04:07:04.253152,2026-01-07 04:07:04.296820,0 days 00:00:00.043668,46,47,COMPLETE
1355,2.859163140892648,2026-01-07 04:07:04.013265,2026-01-07 04:07:04.141777,0 days 00:00:00.128512,46,44,COMPLETE
1354,2.859163140892648,2026-01-07 04:07:03.811995,2026-01-07 04:07:03.861484,0 days 00:00:00.049489,42,45,COMPLETE
1348,2.859163140892648,2026-01-07 04:07:02.670820,2026-01-07 04:07:02.721122,0 days 00:00:00.050302,46,53,COMPLETE
1347,2.859163140892648,2026-01-07 04:07:02.456651,2026-01-07 04:07:02.513276,0 days 00:00:00.056625,42,53,COMPLETE
1346,2.859163140892648,2026-01-07 04:07:02.270449,2026-01-07 04:07:02.321017,0 days 00:00:00.050568,50,44,COMPLETE
1374,2.859163140892648,2026-01-07 04:07:07.460673,2026-01-07 04:07:07.514728,0 days 00:00:00.054055,38,44,COMPLETE
1371,2.859163140892648,2026-01-07 04:07:06.892237,2026-01-07 04:07:06.944027,0 days 00:00:00.051790,46,47,COMPLETE
1370,2.859163140892648,2026-01-07 04:07:06.723203,2026-01-07 04:07:06.768465,0 days 00:00:00.045262,41,47,COMPLETE
1366,2.859163140892648,2026-01-07 04:07:05.998582,2026-01-07 04:07:06.048826,0 days 00:00:00.050244,46,53,COMPLETE
1296,2.859163140892648,2026-01-07 04:06:52.740901,2026-01-07 04:06:52.785060,0 days 00:00:00.044159,41,42,COMPLETE
3230,2.859163140892648,2026-01-07 04:13:10.544017,2026-01-07 04:13:10.595358,0 days 00:00:00.051341,50,47,COMPLETE
3229,2.859163140892648,2026-01-07 04:13:10.309040,2026-01-07 04:13:10.359167,0 days 00:00:00.050127,43,55,COMPLETE
3226,2.859163140892648,2026-01-07 04:13:09.741419,2026-01-07 04:13:09.790418,0 days 00:00:00.048999,45,44,COMPLETE
3222,2.859163140892648,2026-01-07 04:13:08.799543,2026-01-07 04:13:08.853490,0 days 00:00:00.053947,40,45,COMPLETE
3217,2.859163140892648,2026-01-07 04:13:07.729692,2026-01-07 04:13:07.786235,0 days 00:00:00.056543,46,45,COMPLETE
3216,2.859163140892648,2026-01-07 04:13:07.508219,2026-01-07 04:13:07.559247,0 days 00:00:00.051028,41,52,COMPLETE
